x1,x2,label,lang,texts
1.82874959960479,0.12237278176465648,1,pt-BR,"Já a terceirização dos concursos não resolve o problema da suspeição de fraude em concurso público, já que nenhuma medida será tomada em relação aos concursos realizados."
2.985826996299807,-0.5714765673105422,1,pt-BR,Mesmo quem se locomove com o auxílio de cadeira de rodas fez questão de estar presente na missa que dá início à Semana Santa.
0.4048179961787455,0.9586240357353847,2,sr,"Hrvatski sajam nekretnina biće održan prvi put, u sklopu dobro poznatog Hrvatskog sajma nautike, sa ciljem da se privuku strani investitori."
0.33679310819300956,1.1084102062908556,2,sr,"Poboljšanje uslova za trgovinu i jačanje regionalne saradnje na putu evropskih integracija bili su među ključnim pitanjima kojima se Pakt Stabilnosti bavio tokom 2005. godine, u nastavku svog zadatka razvoja dugoročnih strategija za rešavanje problema u regionu i sprečavanje sukoba, stoji u godišnjem izveštaju organizacije 2005. godine."
0.15016366779836027,1.019119291565676,2,sr,"Svetska banka i MMF obećali su 600 miliona evra za podršku makedonskoj ekonomiji u naredne četiri godine, izjavio je u ponedeljak (11. oktobar) ministar finansija Zoran Stavreski."
4.0365807347836,-0.7251144561857562,1,pt-BR,"O tratamento da doença é feito com cateterismo vascular, em que através de tubos finíssimos e de aparelhos de imagens, é possível atuar no interior de veias e artérias."
0.9423666919236782,2.0556728358467216,2,sr,"“EK se nada da će četiri poglavlja biti otvorena do kraja nemačkog predsedavanja”, izjavila je Kristina Nađi, portparol EK za proširenje na dnevnom brifingu za novinare u petak."
1.6784411542393647,-0.5526020019208808,1,pt-BR,"O que fazer, então, uma vez que deixar janelas abertas ao vento gelado está fora de qualquer cogitação, assim como evitar o contato com pessoas?"
0.21708168926776766,1.1033488301474275,2,sr,"""Sela u Medačkom džepu su potpuno uništena, čime je srpsko civilno stanovništvo lišeno njihovih domova i sredstava za život"", navodi se u optužnici."
2.6896157398897507,-0.5333978410783516,1,pt-BR,"Os dados do Programa de Avaliação do Potencial Sustentável dos Recursos Vivos na Zona Econômica Exclusiva (Revizee), cujo resultado final acaba de ser divulgado pelo Ministério do Meio Ambiente (MMA), apontam a sobrepesca."
3.0257071016318475,-0.9636623109564142,1,pt-BR,"A mineradora conseguiu reajustar em quase 100% o preço do minério de ferro com alguns de seus clientes, o que chamou a atenção para suas ações, que valorizam com força ao longo deste ano."
1.0792954097300838,3.128341104520082,2,sr,"«Sve dok Gotovina ne bude pronađen, da li u Hrvatskoj ili izvan nje, i prebačen u Hag, to će značati da su mreže koje štite ratne zločince jače od onog dela vlade koji stvarno želi da u potpunosti sarađuje sa tribunalom», rekla je del Ponte."
1.2892032452169306,-0.4192695856338285,1,pt-BR,"Aos 13 minutos, com a substituição de Danielzinho por Luciano Bebê, o time voltou a jogar com dois atacantes para reforçar o meio campo."
1.4929910374266742,-0.47996729805333915,1,pt-BR,Guaraciaba convidou os vereadores a participarem de um requerimento ao Executivo pedindo informações sobre medidas que já teriam sido tomadas para combater a doença.
0.18542991829560576,0.5142664859842496,2,sr,"Razgovori su bili fokusirani na hrvatska evroatlantska nastojanja, zastoj u naporima za ponovno ujedinjenje Kipra i regionalna pitanja, uključujući budući status Kosova."
0.2702601232796312,1.113597397858894,2,sr,"«Vlasti UN-a veoma su zadovoljne načinom na koji policajci iz BiH izvršavaju svoje mirovne zadatke», rekao je ministar bezbednosti BiH Bariša Čolak."
0.5397643492028038,1.5532762117202692,2,sr,"Pohvalivši «izvanredan» ekonomski učinak Turske u protekle tri godine, OECD je takođe ukazao na neke značajne probleme koje zemlja treba da reši."
0.8966432311622684,3.3774612188179507,2,sr,"Izborna trka za predsednika Gradskog odbora DS u Beogradu sve je neizvesnija i pored pritisaka vrha stranke i samog lidera DS Dragana Đilasa. Da podsetimo, Đilas je čak pokušao da potkupi Šutanovca nudeći mu mesto u Predsedništvu stranke ukoliko izađe iz izborne trke, ali je to Šutanovac odbio."
0.3176772107256094,1.4629011947738233,2,sr,"Kompanije za bušenje nafte uložiće oko 45 miliona dolara ove godine za operacije na teritoriji Albanije, saopštilo je 22. aprila ministarstvo za industriju i energetiku."
0.5504182755286273,1.626401230063797,2,sr,"Saobraćaj u Beogradu ovih dana stvorio je velike probleme, što zbog prelaska na letnji red vožnje i smanjenog broja vozila, što zbog grejanja u vozilima koje vozači ne mogu da isključe."
2.0847083736453524,1.7274864973528479,1,pt-BR,"O combate à homofobia Embora provoquem choque casos como o da agressão aos jovens da Paulista, o fato é que a violência cotidiana contra homossexuais só poderá ser superada com uma mudança cultural, que não vai se dar da noite para o dia."
1.0367274320570823,3.1848183506636247,2,sr,"Predsednik Popisne komisije Rifat Blaku rekao je za SETimes da „procenjuje da je popis bio uspešan, na osnovu međunarodne procene, sa čime se slažu i međunarodni stručnjaci“."
0.7862310799214669,-0.21969764231598354,1,pt-BR,"Mas isso dá muito trabalho, não é? Há algum tempo, quando colocavam apelidos em você, você bolava um bem pior para seu colega ou brigava com ele até ser levado à diretoria."
0.009292208535267221,0.05737007007075192,2,sr,"«Druga pitanja oko kojih treba postići saglasnost u takvim pregovorima uključuju formulisanje referendumskog pitanja, pravila kampanje i finansiranja kampanja, neutralnost javnih medija, sprovođenje glasanja i slične stvari»."
0.9202513668080213,0.25120674324817605,1,pt-BR,"Porque quando fazemos a experiência com o Senhor, fazemos a experiência com o amor, ou seja, passamos a viver uma vida na qual se torna impossível a não vivência do amor concreto."
1.2067399784022188,3.6268677454426332,2,sr,"Da bi se olakšao taj proces, vlada je saopštila da će napraviti mapu kompanija koje će biti ponuđene privatnim investitorima. ""Sve mora da bude jasno i transparentno"", rekao je ministar rada i socijalne politike Rasim Ljajić."
0.020879378836446073,0.13899187577602287,2,sr,"Među njima su iskorenjivanje ekstremnog siromaštva i gladi, ostvarivanje univerzalnog osnovnog obrazovanja, smanjenje stope smrtnosti kod dece, osiguravanje jednakosti polova i ženskih prava, borba protiv zaraznih bolesti i podsticanje održive sredine."
0.12101324357939286,0.4323830611149775,2,sr,"Finansiranje se obavlja kroz Biro američkog Stejt departmenta za obrazovanje i kulturu i Zakon o pomoći istočnoevropskoj demokratiji, ukazuju Američki saveti."
0.8575919344493844,0.45130925866807026,1,pt-BR,"Veja bem, isso não é uma crítica ao governo”, preveniu, preocupado em justificar a baixa nota atribuída a uma das áreas mais vulneráveis da gestão Paulo Hartung."
3.598566235011754,-1.2440201120898813,1,pt-BR,"Segundo Brito, o novo portão náutico do Ceará contará com um cais de atracação de 350 metros de extensão e toda estrutura de receptivo turístico."
1.1081836147196367,3.336688428228575,2,sr,"Taj portal nezvanično saznaje da je Erić imao prostrelnu ranu na glavi, a da je u automobilu kojim je upravljao pronađen pištolj registrovan na njegovo ime."
3.6777675850287146,-0.31482312824282566,1,pt-BR,"O presidente Lula já havia sido condenado pelo Tribunal Superior Eleitoral (TSE), no dia 18, a pagar multa de R$ 5 mil e, nesta semana, recebeu nova punição de R$ 10 mil. ""É a primeira vez na história da República que um presidente é multado duas vezes pela Justiça Eleitoral"", disse FHC, após evento no Instituto dos Advogados de São Paulo."
1.2502690777401528,-0.41183681922077653,1,pt-BR,"Também durante o sono REM, o cérebro determina que um maior fluxo de sangue percorra os órgãos sexuais, inclusive o útero, provocando espasmos e contrações involuntárias."
0.23727116214934674,1.2570707577146276,2,sr,"Predstavnici zajednica koji će se nalaziti u veću biće izabrani od strane samih zajednica, izjavio je portparol predsedništva Džavit Bećiri za Southeast European Times."
