x1,x2,label,lang,texts
3.111955455434328,0.9091247706133404,2,es-ES,"En rueda de prensa, el presidente destacó que desde 2004 el salario mínimo ha subido el 37%, pasando de 460,5 euros mensuales a los 641,40 euros aprobados ayer."
0.0018618601659318441,0.21194837300541505,1,id,"Sehingga tidak terjadi lagi alih fungsi lahan mangrove seperti yang marak sekarang ini di empat pulau yang ada, yaitu tiga di Tanjungpura, Pulau Serawak, Pulau Cincang dan Pulau Teluk Nibung, dan satu di Besitang yaitu Pulau Sedapan, katanya."
5.080732170569657,-0.09363039857398932,2,es-ES,10. La escuela es una parte de la educación. Pero ni siquiera la más importante. Saramago aún no ha olvidado la figura de un padre violento como tampoco el testimonio silencioso de unos abuelos que con su ejemplo le enseñaron el camino.
0.004021854289519544,0.04452026344781794,1,id,"Dia ditahan sejak Sabtu malam (5/7) sebagai tersangka kesembilan kasus korupsi proyek pengadaan buku ajar wajib kabupaten itu yang merugikan keuangan negara Rp 12,1 miliar."
0.001086664143778641,0.13104815066043665,1,id,Dia mengklaim melalui pengoperasian dua crane yang ada di TPK Kariangau akan mendorong efisiensi waktu dan biaya. Penerapan tarif yang bersaing menjadi daya tarik bagi pelaku usaha sehingga bisa berdampak positif bagi perekonomian lokal.
4.258439478932695,2.6540313403732623,2,es-ES,"Méndez ha abundado en que el citado plan ""es una pescadilla que se muerde la cola"" al no responder a la vía que tiene mayor eficacia redistributiva para disminuir el gasto, como es la subida de impuestos."
5.270435202795377,1.3219861060262486,2,es-ES,"También era el tiempo en que saltarse una regla, violar una norma y desobedecer en cuanto se presentaba la ocasión, proporcionaba un placer despiadado, quizá como no volvimos a conocer otro. Más tarde quisieron convencernos de que había otros más poderosos, más llenos de absoluto, pero, a pesar de que hicimos la conveniente sustitución, nunca hemos quedado tan satisfechos como cuando fuimos rebeldes sin darnos cuenta ni importancia."
0.0008279441903426255,0.08683195844680273,1,id,"Apakah pasangan Anda terlalu bodoh dengan tidak dapat menolak perempuan lain? Atau justru itu membuat kita jadi bodoh? Jika Anda dapat menghindari godaan, seharusnya ia juga bisa melakukannya. Ini berarti dia adalah manusia lemah dan mungkin akan bertambah lemah lagi."
0.0009306410182000115,0.09113422958663295,1,id,"Ia meminta Pemkab Batang tidak perlu ragu terhadap komitmen dan keseriusan PT BPI menyejahterakan warga di lokasi PLTU, seperti membangun puskesmas, sekolah, sektor perekonomian, dan pemberdayaan masyarakat."
0.0003220822631954977,0.03302256751157721,1,id,"Sebaliknya, kalau penggambaran unsur romantisme terlalu vulgar justru akan menunjukkan betapa kotornya, betapa joroknya dan betapa menjijikkan atau menggambarkan rendahnya kualitas sebuah karya sastra."
0.0017509949184035909,0.0556479127261561,1,id,"Dengan kembali memenangkan pilpres AS, Obama mencetak sejarah karena menjadi capres kedua dari partai Demokrat yang berhasil memenangi periode jabatan kedua sejak Perang Dunia II."
