x1,x2,label,lang,texts
0.06760985382090254,0.6259230928397653,2,bs,"Nakon njegovog usvajanja, građani će imati šest mjeseci za podnošenje molbi za legalizaciju kuća izgrađenih bez dozvola u zadnjih 30 godina."
0.6376181723154177,2.585702276988142,2,bs,"Na tom događaju, koji su organizirali hrvatsko Udruženje poslodavaca, hrvatsko Udruženje banaka i Hrvatsko-austrijska privredna komora, zaključeno je da je Hrvatska pretrpjela utjecaj globalne ekonomske krize, visokih cijena nafte i sveukupnog pada na svjetskim berzama."
1.6335548066327938,-0.3793327119444236,1,pt-BR,"O coordenador pedagógico Senai de Londrina, Valter Aparecido Morais, atento ao treinamento do pupilo, observa o aluno desenhando a peça, programando no computador e torneando com precisão milimétrica tudo que projeta."
0.5074444225022224,1.7510126790425187,2,bs,Obveznik poreza na nasljeđe i poklon je fizičko lice koje na teritoriji Kantona naslijedi ili primi na poklon imovinu podložnu plaćanju poreza na nasljeđe i poklon.
7.159042557093063,-0.6098882051453689,1,pt-BR,"No fim da carta, Malucelli rebateu as acusações de Petraglia, a quem não citou o nome. ""Não posso admitir que sujeitos de caráter duvidoso venham apresentar críticas destrutivas e infundadas ao trabalho do conselho administrativo do Atlético. Por óbvio e formação democrática, ademais já demonstrada ao longo destes dois anos e meio de exercício de meu mandato, é evidente que aceito críticas, mas no sentido lato do termo e com força argumentativa, inédita, não construções marcadas por lugares comuns e vulgaridades própria da falta de construção do pensamento."
4.191061027042945,-1.2122101911928482,1,pt-BR,"O procedimento é resultado de um investimento inicial de R$ 1,5 milhão, com o objetivo de alçar o hospital ao patamar dos grandes centros de cirurgia de alta complexidade."
1.6239767692289435,-0.11122188720648865,1,pt-BR,"Então, caso ele se eleja governador, qual deverá ser o tipo de tratamento que o Palácio do Planalto vai dispensar para o nosso Estado?"
0.8829515853576323,2.875397362217262,2,bs,"""Međutim, u ime humanosti, mi moramo držati vrata otvorena,"" izjavio je on za SETimes, nadajući se da će se stanje u Siriji popraviti i da će se građani moći vratiti kući. ""."
2.730528553816962,-0.6036853774804762,1,pt-BR,"Nesse nível de ensino, uma grande preocupação do Estado brasileiro e, portanto, de Goiás, é com relação à inserção do jovem no mundo do trabalho."
2.7419801797049477,-0.46705005454272724,1,pt-BR,"Mas se Poliana Okimoto ficou sem o troféu de melhor esportista feminina de 2009, seu técnico e marido, Ricardo Cintra, conquistou o título de melhor treinador do ano."
0.9906038756508391,-0.1603965758286895,1,pt-BR,"O problema é que esse berrante maior do mundo é muito pesado, faço muito esforço para manter o instrumento firme no pulso, mas vale a pena, o toque dele é muito alto, uma sonoridade fantástica."
0.4812287535687,2.1054565589947796,2,bs,"Baloteli će, izvjesno je, u SAD krenuti sa italijanskim klubom, ali će se vratiti sa novim saigračima, koji se takođe nalaze na sjevernoameričkom kontinentu na pripremama."
2.706109933551674,0.668936638093098,1,pt-BR,A necessidade da construção da casa se deu pelo fato de Ícaro precisar sair do hospital para ter uma melhor recuperação e evitar riscos de infecções.
1.0842289427049503,0.08407419282190502,1,pt-BR,No mesmo dia eles foram recebidos para um almoço no Restaurante Parque dos Pinheiros e com o jantar na sede do grupo Nei Tempi Del Filó.
1.120135920631997,-0.31364030274142474,1,pt-BR,"Súbito e voraz como o castigo dos deuses, sua força fez homens e mulheres perderem em instantes dramáticos a noção de tempo e espaço."
0.17970011202194022,1.3843777561558077,2,bs,"Prema njegovim riječima, dok dolaze ovakvi zahtjevi Srpskoj, istovremeno se ne provode odluke Suda iz Strazbura o vraćanju stanova u FBiH i Doma za ljudska prava BiH kada je riječ o penzijama."
0.4919106480429505,1.3132965167134165,2,bs,"Političke tenzije su na visokom nivou, posebno nakon spornih izmjena izbornih propisa od prije dva mjeseca i brojnih pokušaja da se nedavno formiranoj Plavoj koaliciji zabrani učešće."
0.18249990044132836,0.9223146006588391,2,bs,"Prve prognoze su govorile kako će engleski napadač tri sedmice pauzirati, ali su na Old Traffordu pokušavali svim sredstvima osposobiti Rooneya za sutrašnji spektakl."
1.8766886458161656,-0.10868800400018662,1,pt-BR,"Nas eleições de 2006, o reduto do Deputado Natan se restringia à região do Cone sul, mesmo assim ele foi o quarto Deputado Federal mais votado do Estado."
0.15250414051741054,0.6012951129875631,2,bs,"U Urgentnom centru na liječenju su zadržane Nevena U. (22) i Jovana P. (20) koje su zadobile teške povrede, kao i lakše povređena Tatjana P. (20)."
7.930371263357926,-0.7904559991769308,1,pt-BR,"Um dos maiores prazeres de Angélica é viajar. Seja a trabalho, seja ao lado da família. Garota propaganda de uma marca de malas de viagens, a apresentadora contou que na hora de sair da cidade faz questão de levar uma mala de mão. “Sempre que viajo, levo uma mala grande com tudo e uma pequena comigo, com um casaco, remédio, essas coisas que podem ser úteis durante o voo”, revelou."
2.7426701875995794,-0.7058032474610414,1,pt-BR,"Segundo Mantega, por conta disso, o crescimento brasileiro também será afetado. ""Quando a China coloca o pé no freio, afeta os outros países, uma vez que os emergentes agora têm peso maior"", disse. De acordo com o ministro, o aumento dos juros determinado pelo governo chinês tem o objetivo de conter a inflação no gigante asiático."
3.7837924148338447,-0.9673979214823792,1,pt-BR,"Digo mais ainda, cada um desses sanguessagas, cancer do dinheiro público, contando com todos os benefícios que tem, recebem uma bacatela de c$ 80 000,00 mensais para trabalhar 3 vezes por semana e com direito de 4 meses de férias por ano."
2.2586952285538846,-0.07500650254973235,1,pt-BR,"Banheira da marca Mondialle, modelo Biela, que deve ser usada nos apartamentos funcionais dos deputados serão reformados e ganharão itens como banheiras de hidromassagem e triturador de alimentos."
2.0780893214753884,0.8590473501527343,1,pt-BR,"O documentário Os Animais na Terra da Felicidade, produzido a partir de filmagens da festa do ano passado, foi anexado ao processo junto com fotografias."
0.564870388805355,0.614605396716046,2,bs,"Aengus Collins, istanbulski politički analitičar, vjeruje da su hapšenja tih novinara dovela do davno potrebne promjene u stavovima medija prema politici u Turskoj."
3.395083267394184,-0.976275443633426,1,pt-BR,"Através de monitoramento online, o secretário terá em tempo real todo o tipo de informação como números de suspeitos, de casos confirmados e regiões mais afetadas."
0.2742246261155925,1.4861592927450078,2,bs,"Rešidom Hafizovićem, profesorom i islamskim teologom, koji se u prošlom broju Dana branio od objeda i kleveta koje je Rijaset Islamske zajednice BiH uputio na njegovu adresu."
0.09924959405291,1.0730056676863373,2,bs,Sa druge strane Dodik koji provodi radikalni nacionalizam koji je sve ljude iznenadio i ima Tuzlu kao dokaz protiv onoga šta govori i radi.
2.1482411445935923,-0.5998430250539358,1,pt-BR,"Nossa capacidade de compreensão e reflexão ao ler um jornal é fantástica, o mesmo acontece com os livros, e com os álbuns de fotos."
3.3443832894658914,0.29531715569551853,1,pt-BR,"Ele assegurou que sua proposta foi precedida de ampla participação popular e citou vários lugares em que esteve para discutir o projeto. “O próprio Sérgio Leitão, que aqui está, foi ouvido durante as audiências públicas e foi ouvido em Brasília também, durante os trabalhos da Comissão Especial da Câmara dos Deputados. A SOS Mata Atlântica foi ouvida. Todo mundo foi ouvido.”"
5.157666280684673,0.6195418449616192,1,pt-BR,"A Prefeitura de Ariquemes, por meio da Secretaria de Indústria e Comércio (SEMAIC), realizou uma reunião na Sede da Associação de Pequenos Produtores Rurais Unidos Venceremos (ASPRUV) e no Barracão da Igreja Católica, no Distrito de Bom Futuro, para definir o local que será utilizado pela Feira do Produtor Rural."
2.213241533819228,-0.05421953125863957,1,pt-BR,"Antônio de Andrade Junqueira (PP), que concorreu à reeleição, foi acusado pela coligação adversária de ter feito uso da estrutura pública municipal durante a campanha."
0.7056883116910225,2.715173918279483,2,bs,"""Rezultat nije bio bitan. Nisam mislio da nećemo pobijediti, ali rezultat nije u prvom planu. Imali smo priliku da treniramo, iskoristili smo to. Bolje je igrati sa protivnikom, nego između sebe, pa je s te strane uspjela provjera, dok rezultatski nije."""
