x1,x2,label,lang,texts
0.7427936417790514,2.293328877208062,2,hr,"Budući da je država već nebrojeno puta pokazala da je kronično neuspješna u upravljanju državnom imovinom, zašto to ne bi bilo prepušteno realnom sektoru?"
1.704616034341298,-0.038899974476634396,1,pt-BR,"Patussi salienta que não é contrário a participação dos jovens na rua, entretanto, o uso do espaço público deve ser de forma mais urbana possível."
0.9751253128776215,0.23414759874161778,1,pt-BR,"Até porque a situação no Chile e na Argentina não é como a do México, que já chegou a fechar escolas e comércio"", diz Luís Strauss."
0.07372865116653007,0.8800331599850099,2,hr,"Kruljac je opisao vježbu kao krunu suradnje Hvartske vojske i Nacionalne garde Minnesote, dodajući kako očekuje uspjeh zajedničke misije u Afganistanu."
7.491921404173718,-0.8574792418129251,1,pt-BR,"Mercadante afirmou que oito empresas manifestaram desejo de aproveitar incentivos fiscais para a produção de eletrônicos portáteis em solo brasileiro. A Foxconn é um delas e vai inaugurar uma fábrica em Jundiaí destinada a produzir produtos para a Apple, como o iPad e o iPhone. O início das operações da empresa foi adiado, segundo o ministro, por conta do atraso da construção de uma alça rodoviária de acesso à fábrica, para o escoamento da produção, e falta de mão de obra qualificada."
1.4402942576728168,-0.006160232626798314,1,pt-BR,"Tendo como adversário Wilson Santos, Silval Barbosa venceria a eleição com 39% da votação, deixando para o tucano 25%, 14 pontos percentuais de diferença."
0.8620115227892116,0.11249795756148298,1,pt-BR,"Com o triunfo nesta 16ª rodada, o time santista vai para as três últimas rodadas dependendo apenas das suas forças para obter uma vaga na semifinal."
0.27208125672021405,1.4318074680833868,2,hr,"Ne opovrgne li se teza o postojanju zločinačke organizacije koja je isplanirala progon Srba s okupiranih područja, ni optuženi hrvatski generali neće se moći obraniti."
0.27328317185436257,1.7893576083203357,2,hr,"On je na taj položaj došao prije dvije godine, revitalizirao je kulturni centar, pretvorivši ga u važno londonsko kulturno središte, mjesto susreta talijanskih i britanskih intelektualaca."
2.592004660640986,0.09487927307843236,1,pt-BR,"O coordenador regional da campanha também comenta sobre a adesão de prefeitos do PT, como no município de Faxinal e Itajaí, na campanha para reeleger Luiz Henrique."
3.052806841708084,0.0377324803019086,1,pt-BR,"Segundo informações do Estado, o cálculo foi possível após o Ministério da Educação liberar a consulta das notas de corte, relação candidato/vaga, notas mais altas e total de inscritos. As inscrições da primeira etapa terminam hoje. Como a adesão ao Sisu foi voluntária, algumas instituições decidiram usar esse primeiro ano como um teste."
1.1165944544609507,2.112546991191074,2,hr,"!starom ladom su se tandrkali do sljemena,spavali u vrecama na 'ko zna kojoj zimi,svasta prosli da bi dosli do ovoga sada i to im je hvala,stvarno smo sugav narod,nista nam vise nije sveto."
1.9910761845453684,0.8342712668491379,1,pt-BR,"Estadual Tomé Francisco da Silva, em Quixaba (PE) Inserção na realidade local, aulas de dança e conscientização ambiental na Escola Estadual Tomé Francisco da Silva, em Quixaba (PE)."
0.5367908228625028,1.7062703023220414,2,hr,"Razgovori su, dodao je, bili usredotočeni na konkretne dijelove mirovnog plana za koje i Atena i Nicosia žele da budu promijenjeni."
0.37533309599714765,2.0834225726954982,2,hr,"Rijetke fotografije ovih ""dinosaura"" koji su harali gradom zaista su nešto što se neviđa svaki dan stoga vrlo rado prenosimo poziv na druženje naših ""velikih brodskih informatičara"" koji nam je u redakciju poslao Slobodan Vranešević."
2.9467542139147365,0.02868567112649886,1,pt-BR,"Já a Costa do Marfim, que estava com a ""faca na garganta"", nas palavras de seu técnico, acabou novamente sofrendo com a falta de sintonia no começo da partida."
0.9168462886356505,0.23880557055605287,1,pt-BR,"Mas os compromissos do DJ Moreno não ficam só por aí, hoje ele apresenta um programa na Rádio Santa Bárbara FM 95,9, chamado “Agito 95”, todos os domingos das 15 às 18 horas."
0.272333684235833,1.6747708622259556,2,hr,"Novi zakon također će spriječiti pojavljivanje fantomskih stranaka na izborima, odnosno onih koje postoje samo kako bi uzele novac iz proračuna za izbornu kampanju, kazala je Đorđević."
1.7305218638661752,0.06632165376315195,1,pt-BR,"O adiamento, no entendimento de integrantes da oposição, é bom para a presidenciável petista, Dilma Rousseff, porque o relatório final das apurações só fica pronto depois do segundo turno das eleições."
0.4073933456825547,2.5179987956882264,2,hr,"Za potrebe tog tuluma kuhari su dovedeni iz Barcelone, paella se nudila na razne načine, a jedini je prigovor što je tulum završio već u dva sata iza ponoći."
2.158042201347203,0.39135959106656587,1,pt-BR,"Para o petista, Dilma vai vencer em Minas. Porém, como bom mineiro, diz que ""dorme no chão para não cair da cama"". A declaração do Papa Bento XVI em relação ao aborto, diz Patrus, não será suficiente para reacender o tema na campanha."
3.089200275467068,0.23697668219916712,1,pt-BR,"Um acidente matou uma estudante de 23 anos na manhã deste domingo no cruzamento da Rua Maurício Galli com a Avenida José Ziliolli, no Jardim das Roseiras, região Nordeste de Araraquara. É a segunda ocorrência com vítimas fatais registrada na via em quatro dias."
1.9303923279905277,-0.44957971396140023,1,pt-BR,"Vamos identificar e dar espaço para os filiados com potencial de liderança para fazer frente às eleições, que, sem dúvidas, será uma das mais acirradas dos últimos tempos."
2.497351694197965,-0.3009979438430922,1,pt-BR,"Essa é mais uma facilidade oferecida pelo Valor Econômico e que dá aos leitores a possibilidade de conferir as matérias, análises e indicadores publicados na edição impressa do jornal, de onde estiverem e a qualquer momento."
0.09429269451788908,1.0558007101824884,2,hr,Studija pokazuje kako više od polovice Facebook profila u tim zemljama pripada muškarcima te je većina korisnika u dobi između 18 i 34 godine.
2.0541308799344495,-0.44824314474945515,1,pt-BR,"Segundo a PM Juliana o PROERD em Presidente Médici é uma união viva entre a Policia Militar, os órgãos estaduais e municipais e a sociedade, pois todos colaboram, participam e quem sai ganhando são as crianças. Que no final é o que há de mais importante."
0.0839980255552726,0.9533972469716542,2,hr,"Nemam običaj diskutirati sa nekime tko je tako arogantan i vrijeđa, pa ni ti sa svojim uskličnicima (kojima valjda ""podebljavaš"" argumente) nisi izuzetak od toga."
