x1,x2,label,lang,texts
0.00361229758639361,2.087840987344544,1,bg,"Букурещ договори компромисно споразумение с Брюксел, според което за гражданите на Молдова няма да се изискват визи до 2007 г., когато Румъния се надява да влезе в съюза."
4.298098871737027,0.0012644160528192544,2,pt-PT,"Em termos de rotas, o principal destaque vai para as ligações ao Canadá, que cresceram 19% no número de voos realizados, com mais 57 voos e mais 16% de clientes, num crescimento total de mais 7.672 passageiros transportados."
4.077399566018605,-0.0006819041431771483,2,pt-PT,"Os Estados Unidos registaram uma ligeira descida de 2% com o sentimento dos ocupantes a continuar cauteloso na maioria das cidades. No entanto, as rendas prime no centro de Nova Iorque subiram 10% uma vez que a cidade emergiu mais rapidamente da recessão do que o resto do país."
0.0017626358823787866,2.090165942813425,1,bg,"Това може да се промени догодина, тъй като Комисията за Балканите предложи Брюксел да приложи визовия режим СМАРТ, който ще улесни пътуването на някои групи граждани."
1.7310615518624437,-0.002065897163740573,2,pt-PT,"O indivíduo agrediu os agentes policiais, a soco e pontapés, pelo que se fez uso das técnicas de manietação e algemagem, bem como do gás policial."
0.001726387712307603,1.999818259678392,1,bg,"Макар в България средствата, които се отделят за лечение на зависимите в познатите комуни, да са почти толкова, колкото вземат наркодилърите за „погребването“ им, ефективността е ниска."
1.7822568331402777,-0.0021165353167998946,2,pt-PT,"Para combater o crime temos uma Polícia completamente desmotivada"", afirmou o presidente do SPP, António Ramos, que acusou o Governo de não ter resolvido qualquer problema."
0.0021206137310867245,2.498564294251227,1,bg,Стъпката е част от план на гиганта за намаляване на разходите с €1 млрд. В момента обсъждаме този въпрос и подготвяме изявление за медиите.
3.40337252389677,-0.003820522973489348,2,pt-PT,"As autoridades regionais admitem que a exploração florestal dos povoamentos de criptoméria nos Açores, que ocorre normalmente de 30 em 30 anos, pode causar, em determinadas condições, impacto na paisagem e agravamento da erosão do solo."
0.007270153561841787,1.7010823329554572,1,bg,"Той припомни, че за 12 години работа в България компанията му е вложила 250 млн. долара в търсене, проучване и добив на газ и намеренията са за дългосрочна дейност в страната."
4.050971601561833,-0.004793922992269316,2,pt-PT,"A Deco questiona também se ""não seria melhor olhar a dificuldade das famílias de uma forma integrada"", já que há ""outros factores que levam ao sobreendividamento"", além do desemprego, como a morte de um dos cônjuges e situações de divórcio, entre outras."
0.0012698453135631983,1.5504107738861275,1,bg,"Лидерът на социалдемократите Зоран Миланович се подигра с обявените мерки и каза, че те само ще накажат обикновените хора, а няма да предложат истинско решение."
1.5447708156344935,-0.0017329250490624429,2,pt-PT,"Não perca este grandioso espectáculo com o Coro, Ballet e Orquestra do Exército Russo de São Petersburgo, no qual não faltam os sons das balalaicas e acordeões!"
2.415139496919422,-0.0025412541752327534,2,pt-PT,"De acordo com as regras ainda em vigor, os eurodeputados são pagos pelo Estado membro de origem e, em regra, segundo as tabelas salariais dos deputados às assembleias nacionais."
