x1,x2,label,lang,texts
0.0007215241087698099,1.5636906290193682,1,bg,"Не можем да купим подаръци за децата си или за себе си"", въздиша 67-годишната Георгия Кокини, докато седи с приятелките си в атинския квартал Перистери, където са се събрали да отбележат Коледа."
3.474444002530538,-0.002301441548156466,2,pt-BR,"Se os erros são humanos, as instituições são feitas de seres passivos de erros, porém há aqueles que não admitem há aqueles que não admitem tamanha oportunidade de concertar a rota."
1.273493799759642,-0.0007879908201463661,2,pt-BR,"Lupi, durante entrevista, superou o otimismo até mesmo do presidente Luiz Inácio Lula da Silva e previu que a economia crescerá no próximo ano 4,5% do Produto Interno Bruto (PIB)."
0.0030267581898713648,3.6793075599818326,1,bg,"Агенцията за приватизация на Федерация Босна и Херцеговина реши да удължи крайния срок на търга за компанията за производство на алуминий ""Алуминий Мостар"" до 24 септември."
0.0010941047481967889,2.352946596740306,1,bg,"За разлика от трагедията с Методи Маринов, след която не последваха никакви санкции и уволнения, след смъртта на П.К вътрешният министър Михаил Миков предприе чистка на полицейски началници."
0.0048163527442139364,1.381003068836351,1,bg,"Театър, кино и джаз на новия международен фестивал в Русе Театър, късометражно кино и джаз обединява новият международен фестивал ""Babel Europa"", който ще се състои от 22 до 25 септември в Русе."
2.372104647393824,-0.0015457670825411065,2,pt-BR,"A idéia dessa reportagem foi mostrar João de Deus atuando dentro do Espírito Santo, para melhor aquilatar e quantificar o que ele produz de curas mundo afora."
2.2204655904940287,-0.001473601045730961,2,pt-BR,"Requião diz que não teme retaliação pelo voto contrário, já que tem um mandato de oito anos no Senado e não tem interesse em indicar ninguém para o governo."
0.6137105729638848,-0.0004054131198378761,2,pt-BR,"O disco traz ainda as parcerias com os músicos Leoni, Fábio Cascadura, o argentino Pablo Uranga e o uruguaio Socio. Entre os novos sucessos estão as composiçõesExatamente Igual, Melhor e Diferente, Corrente, Primavera no Coração e Outono Outubro."
0.7737124216141688,-0.0004529595796190464,2,pt-BR,"Coxa assiste ao 2º turno Com o título do primeiro assegurado após vencer o Atlético por 4 a 2, o Coritiba agora terá mais tranquilidade no segundo turno."
3.4458231648760265,-0.0022112893840033634,2,pt-BR,"Pior para o Intercap de Paraíso, que não vence há três partidas e cada vez mais de distancia da ponta da tabela, posição que frequentou com certa assiduidade no turno da primeira fase."
0.0008170856249681351,1.817245040196514,1,bg,"""Не съществуват правни основания за наказване на онези, които откажат техните домакинства да бъдат включени [в преброяването],"" продължава да съветва бошняците Националният съвет в Санджак."
0.0017699857251654927,3.8224475623155887,1,bg,"Загреб обаче твърди, че построяването на нови плавателни съдове се равнява на реконструкция и модернизация на остарялата флотилия, а не на попълването й по същество."
2.2214938772404533,-0.0013899867245131582,2,pt-BR,"Com um melhor tempo de 1min15s787, o piloto brasileiro conseguiu a posição do grid mais cobiçada da temporada, já que é praticamente impossível ultrapassar nas ruas do Principado."
0.0014070474500886855,3.0348982052125035,1,bg,"След среща с премиера Воислав Кощуница в четвъртък Лавров заяви, че планът на Ахтисаари се е ""провалил"", тъй като не е включил интересите както на Белград, така и на Прищина."
3.245934586066569,-0.0020821833729597803,2,pt-BR,"O LetrAção ainda conta com a parceria da Secretaria de Estado de Saúde (SES), que possibilita o atendimento oftálmico aos alunos com problema de visão."
0.0005935211540594733,1.2737722511383751,1,bg,"Вестникът обаче добавя, че въпреки огромния резонанс в региона и по света, това гръмко убийство се разследва с “твърде скромните силици” само на полицията в Алмати."
2.687699945360135,-0.0017285958379428096,2,pt-BR,"Esse governo se comprometeu a assinar mais de 50 acordos comerciais com outros países e não percebeu que 80% da economia do país é demanda interna, depende do que comprem os colombianos."
0.0015652049874220785,3.4152732540516957,1,bg,""" ""Не мога да коментирам колеги, но трябва да кажа, че в този парламент могат да се очакват трансформации, които да доведат до сериозни размествания"", отговаря той на въпрос дали възприема Михайлова като алтернатива на статуквото."
